pid,tid,d,d1,margin,moved,conf
22761,65639,0.383106465520638,0.383106465520638,1.0908901400552773,False,False
22763,62908,0.15051409818526176,0.15051409818526176,0.5462176816700558,False,True
22772,77927,0.3977355440108807,0.3977355440108807,0.9854925316083896,False,False
22776,65042,0.14949453964038967,0.14949453964038967,1.340556589422672,False,True
22785,65392,0.5247667799957861,0.5247667799957861,1.2000352841876905,False,False
22786,74748,1.1232115857817724,1.1232115857817724,0.07944092983920803,False,False
22810,69158,0.9253274689898194,0.9253274689898194,0.009453602847210751,False,False
22820,66145,0.7464543066419567,0.7464543066419567,0.6261694680825507,False,False
22821,66160,0.6250029589739514,0.6250029589739514,0.5013193575876522,False,False
22834,66291,0.22487831699063188,0.22487831699063188,0.8794253770725458,False,False
22836,65618,1.2505212418163567,1.2505212418163567,0.1871607699370872,False,False
22840,65241,1.6221804620958327,1.6221804620958327,0.16521824845405075,False,False
22842,74731,1.4084613302610904,1.4084613302610904,0.033065567398028683,False,False
22851,76350,0.4950050264864174,0.4950050264864174,0.5587644326412751,False,False
22867,66305,0.5474154449898778,0.5474154449898778,0.05608248996730958,False,False
22869,61396,0.06793114326137219,0.06793114326137219,0.6096510452596277,False,True
22870,66660,1.9237231754119544,1.9237231754119544,0.01715071724655104,False,False
22881,63348,1.2760725297459674,1.2760725297459674,0.03176300518278219,False,False
22890,65320,0.33241581904779904,0.33241581904779904,0.741495279806319,False,False
22893,64504,0.035829128350069704,0.035829128350069704,0.053693205712444424,False,False
22899,64580,0.7173456283330548,0.7173456283330548,0.3148011973003253,False,False
22901,65522,0.8055845474233121,0.48644772458551666,0.31913682283779543,True,False
22904,51586,1.2496215276632874,1.2496215276632874,0.08945971476611425,False,False
22905,63512,0.23339931330264713,0.23339931330264713,0.6610944729734987,False,False
22908,65516,0.166954713821271,0.166954713821271,0.8560048100576672,False,True
22911,75321,0.12001308590697515,0.12001308590697515,0.9605941624679645,False,True
22915,72862,0.1678737310281688,0.1678737310281688,1.2511428365600905,False,True
22925,64718,0.31671832251325077,0.31671832251325077,1.1833477583563528,False,False
22932,66630,0.5103483148898658,0.5103483148898658,0.3613017418617466,False,False
22933,66660,0.7774406407593993,0.7774406407593993,0.3769364742629485,False,False
22960,50706,1.2623739870941688,1.2623739870941688,0.3627048665453878,False,False
22964,66741,1.2366847319907437,1.1470357667944864,0.08964896519625731,True,False
22978,74167,0.5553915849429858,0.5553915849429858,0.058433959138620706,False,False
22985,65703,1.0013672472077955,1.0013672472077955,0.9518061350257205,False,False
23003,68454,0.31846251064437614,0.31846251064437614,0.07929151841632975,False,False
23005,66492,0.8841822113404529,0.8841822113404529,0.6377773723808611,False,False
23023,75250,0.6239440914938327,0.6239440914938327,0.25758285340885845,False,False
23024,66493,0.6075788247769572,0.6075788247769572,0.21445573835914844,False,False
23030,66451,0.16619015879776255,0.16619015879776255,1.2731372672179764,False,True
23041,74731,1.2099471724321773,1.2099471724321773,0.3123711248522849,False,False
23043,65949,0.35369710170790586,0.35369710170790586,1.1070179825924953,False,False
23047,64995,0.23860512944536855,0.23860512944536855,1.0648722277154181,False,False
23053,60181,1.1610329892352442,1.1610329892352442,0.02228332704592173,False,False
23054,65964,0.5510487434034346,0.5510487434034346,1.0505952361574558,False,False
23082,77563,0.30733758935928823,0.30733758935928823,0.3748031408568848,False,False
23090,73248,0.4978256686438113,0.4978256686438113,0.2853764164757052,False,False
23091,74748,0.292594981637468,0.292594981637468,0.5137455067746198,False,False
23094,66859,0.4952872622902018,0.4952872622902018,1.0322913811038834,False,False
23101,64896,0.540122676717979,0.540122676717979,1.3234590173484957,False,False
23105,64861,0.2783581757508536,0.2783581757508536,1.0279637755582092,False,False
23110,62056,0.3447165901209687,0.3447165901209687,0.7723775310758048,False,False
23112,64768,0.32997379199429644,0.32997379199429644,1.2733530452106845,False,False
23115,65827,1.2241213522437688,1.2241213522437688,0.3772074039151754,False,False
23116,65464,0.09034958594054197,0.09034958594054197,0.7855675418960445,False,True
23117,74748,0.3798335930771373,0.3798335930771373,0.22943651923824077,False,False
23122,64759,1.011166580270301,1.011166580270301,0.12897273521937458,False,False
23137,65398,0.333963290572411,0.333963290572411,0.7068897100868254,False,False
23139,76350,1.5034562464925665,1.5034562464925665,0.1473268232251994,False,False
23145,68260,1.6971282973990751,1.6971282973990751,0.04704487668014479,False,False
23148,69737,1.373199608023433,1.373199608023433,0.08199411117015165,False,False
23150,63104,0.5892450231081624,0.5892450231081624,0.4935888530593199,False,False
23154,64029,0.7744990930241005,0.7744990930241005,0.6696518041211177,False,False
23175,69158,0.7353173099235343,0.7353173099235343,0.27114559317164655,False,False
23177,68830,1.323850196192606,1.1348621731666522,0.18898802302595374,True,False
23182,50298,1.1595546265918064,1.1595546265918064,0.16197001045409443,False,False
23194,68050,2.166017118868287,2.166017118868287,0.07262133187874653,False,False
23204,573348,0.32270310286663256,0.32270310286663256,1.3670628268752856,False,False
23225,67119,0.21697168534867017,0.21697168534867017,0.5285699400720748,False,False
23231,67116,1.5751387690761829,1.1388969990880977,0.03480166022729736,True,False
23232,69134,1.2115301616149345,1.2115301616149345,0.17475659958854628,False,False
23235,67246,0.15480542890603083,0.15480542890603083,0.8628169154964596,False,True
23236,67259,0.4231087390401791,0.4231087390401791,0.7216738995190435,False,False
23238,67266,0.17920460648209163,0.17920460648209163,1.0716892210609033,False,True
23240,50298,0.6554777307036161,0.4368530730622315,0.21862465764138467,True,False
23257,67954,0.5244684701337351,0.5244684701337351,0.8587572965554983,False,False
23260,67962,0.5663127476445853,0.5663127476445853,0.8085635967466693,False,False
23262,50900,1.4085988873507755,1.4085988873507755,0.1383579835767197,False,False
23267,62929,1.3108281481979476,1.3108281481979476,0.022606487977010925,False,False
23284,67365,0.6826139419377519,0.6826139419377519,0.39800685327032403,False,False
23286,51393,1.0331327361970133,1.0331327361970133,0.32584405031755015,False,False
23293,67646,0.9360134925545245,0.9360134925545245,0.7584640029358396,False,False
23294,67640,0.4567762473150935,0.4567762473150935,1.343498679100727,False,False
23302,69646,1.139460958017048,1.139460958017048,0.01976413456522752,False,False
23305,67606,0.7485976380470674,0.7485976380470674,0.5129743472843056,False,False
23306,65616,0.7174127941308318,0.7174127941308318,0.43704572538964725,False,False
23314,65411,1.3466722314674269,1.3298339273699527,0.01683830409747422,True,False
23324,66556,1.7087780531305183,1.7087780531305183,0.04063581515427761,False,False
23332,67762,0.29100093911368813,0.29100093911368813,1.2963038315912754,False,False
23334,67737,0.3880726775030998,0.3880726775030998,0.47266418643313124,False,False
23342,67591,0.6895664050794115,0.6895664050794115,1.067790521617971,False,False
23343,67588,0.7922810254955736,0.7922810254955736,1.0058219984234924,False,False
23347,67539,0.18816349976862934,0.18816349976862934,0.9559586880637413,False,True
23348,493193,3.0979031334304397,2.7162015339810406,0.04819386497427969,True,False
23349,67504,0.4464949046776424,0.20437099838854542,0.053693205712444375,True,False
23361,67467,0.3071751699022872,0.3071751699022872,1.0960516227399872,False,False
23362,67443,0.16554134534780002,0.16554134534780002,1.1016576895892163,False,True
23363,67421,0.2024677183352462,0.2024677183352462,0.6426811345110177,False,False
23366,67454,0.2785483840674306,0.2785483840674306,1.4832834653852118,False,False
23369,67419,0.27607579733854404,0.27607579733854404,1.1104416015942111,False,False
23383,67048,0.6595216232061212,0.6595216232061212,1.3904096047602628,False,False
23384,67066,0.13033326952244007,0.13033326952244007,0.5594471497430539,False,True
23385,67045,0.9011397065389106,0.9011397065389106,0.09843879198983418,False,False
23411,502010,0.5036997071667731,0.5036997071667731,0.909253167882694,False,False
23414,67703,0.21314524787762906,0.21314524787762906,1.2138458516303632,False,False
23415,458676,0.18545874441598714,0.18545874441598714,0.19250312377349516,False,True
23418,65109,0.8183231075468257,0.8183231075468257,0.364732290017984,False,False
23421,79140,1.3086559087706089,1.3086559087706089,0.031056444521721627,False,False
23422,68135,0.09178472467145911,0.09178472467145911,1.1981675523145547,False,True
23423,69158,1.117158339123501,1.117158339123501,0.4007609918103734,False,False
23424,622694,1.2394031406984598,1.2394031406984598,0.10891084638489779,False,False
23426,67119,1.2300812733739073,1.2300812733739073,0.18111579817426082,False,False
23428,52119,1.5380420135122963,1.5380420135122963,0.2527850665172495,False,False
23429,65109,0.9076568277014845,0.9076568277014845,0.4627315048915639,False,False
23431,71118,0.9372348100842087,0.9372348100842087,0.33438235626086543,False,False
23437,66018,0.13572813709604242,0.13572813709604242,0.9023828447007753,False,True
23439,61268,0.8396152305901892,0.8396152305901892,0.2189877680702983,False,False
23440,68341,0.34528716502131634,0.34528716502131634,0.9589671029347369,False,False
23444,64501,0.6934975290728306,0.39035132433884995,0.30314620473398063,True,False
23446,63936,1.690633051499843,1.690633051499843,0.11677292602862899,False,False
23447,65827,1.1989696533284164,1.1989696533284164,0.0737022448036988,False,False
23449,61962,1.2553919441712529,1.2553919441712529,0.41595205570187077,False,False
23455,68556,0.14061851118444174,0.14061851118444174,1.359032097144291,False,True
23458,68529,0.6359412599486735,0.6359412599486735,0.3470410120507662,False,False
23459,68585,0.17213818062853783,0.17213818062853783,1.018050193683634,False,True
23461,68589,1.0706586651212615,1.0706586651212615,0.05250940449013086,False,False
23462,68501,1.4097681357861518,0.9636673211955393,0.44610081459061246,True,False
23475,68036,0.37755715096841386,0.37755715096841386,1.2629588560173997,False,False
23476,68050,0.1082683704455176,0.1082683704455176,0.9273786681212535,False,True
23478,68043,0.15472251422965977,0.15472251422965977,0.8466497612268868,False,True
23479,53006,1.3768276070089533,1.3768276070089533,0.06940211896136317,False,False
23485,52063,1.034514919658192,1.034514919658192,0.33047728838826473,False,False
23491,65827,0.48379870977533423,0.35518350501626345,0.1286152047590708,True,False
23496,63628,0.7327359390303028,0.7327359390303028,0.8130806744891093,False,False
23497,67604,1.0450592226883566,0.9938649117077261,0.05119431098063054,True,False
23498,64615,0.6424337757149431,0.6424337757149431,0.7665543375572411,False,False
23499,65618,0.8463421616087956,0.8463421616087956,0.7830178431615813,False,False
23504,68619,0.7493284517304643,0.7493284517304643,0.4367504948688511,False,False
23512,65496,0.2532343585489905,0.2532343585489905,1.062476733098494,False,False
23513,68415,0.19517599066232275,0.19517599066232275,1.0230943574107783,False,True
23514,50411,1.944730230103965,1.944730230103965,0.08383283058942048,False,False
23515,68403,0.2908368864943664,0.2908368864943664,0.8781330332529813,False,False
23516,68454,1.0244360841905937,1.0244360841905937,0.2330331177776006,False,False
23520,53469,0.6814286715853827,0.6814286715853827,1.039431465065653,False,False
23532,66201,2.1522576702175855,1.2665130735056,0.3366079616016595,True,False
23534,68815,0.18374224061702601,0.18374224061702601,0.6347260971059266,False,True
23535,52873,1.5555867245436876,1.5555867245436876,0.2530757530219194,False,False
23536,64805,0.4371339710923716,0.4371339710923716,0.7080404906442621,False,False
23537,66444,0.6205663014389037,0.6205663014389037,0.3863385074821676,False,False
23538,52873,0.824141471147173,0.824141471147173,0.07004641724615313,False,False
23540,68856,0.22688371662895832,0.22688371662895832,1.3812915874505085,False,False
23542,68896,0.8249617473838775,0.8249617473838775,0.6099639627476052,False,False
23554,63292,0.43715072514726283,0.43715072514726283,0.4726715573910224,False,False
23555,68220,0.1637740312934414,0.1637740312934414,0.7875610637140471,False,True
23556,69111,1.713488404206752,1.1110073123299284,0.43171511720197486,True,False
23557,68240,0.39135020121542285,0.39135020121542285,0.11219920957414142,False,False
23558,68242,0.1410944423447768,0.1410944423447768,1.0162503312986866,False,True
23560,68260,0.3347667640432331,0.3347667640432331,0.9498678667701597,False,False
23561,67263,0.4555954332025007,0.4555954332025007,0.30893199025999946,False,False
23565,68200,0.4741020836163059,0.4741020836163059,0.6764370273279148,False,False
23574,68701,0.48683208859689864,0.48683208859689864,0.8711470535175545,False,False
23575,73750,1.4380901173439393,1.4380901173439393,0.024240682578286155,False,False
23589,68928,0.1767728191578631,0.1767728191578631,1.2212389920655031,False,True
23593,68902,0.26834215059113153,0.26834215059113153,0.8484542851371287,False,False
23596,63936,0.7357481630888043,0.7357481630888043,0.8521578750989911,False,False
23597,63961,0.942282719986493,0.942282719986493,0.6160072814675407,False,False
23598,74748,1.2881052594852147,1.2881052594852147,0.19564778376355374,False,False
23600,65937,0.9909145548844527,0.9909145548844527,0.4265291692471602,False,False
23614,65643,0.3285930742195091,0.3285930742195091,1.1311965214876123,False,False
23615,69737,2.358796846784936,2.358796846784936,0.022670978855812596,False,False
23617,68249,0.9358346357695032,0.9358346357695032,0.26472456598094907,False,False
23618,50298,1.2720882669942342,1.2720882669942342,0.3450110229018124,False,False
23628,61295,0.4663767451739541,0.4663767451739541,0.9335967303898672,False,False
23630,66609,0.39680017629786596,0.39680017629786596,0.5172973490113546,False,False
23631,63991,0.2560613656556925,0.2560613656556925,1.1240217189385482,False,False
23632,63638,0.4215652032721584,0.4215652032721584,0.5698650637762616,False,False
23633,543391,0.243813035150377,0.243813035150377,0.7428544087058557,False,False
23634,69134,0.2058288464885599,0.2058288464885599,0.6760551826302977,False,False
23636,63145,1.2634538454396267,1.2634538454396267,0.2721029423169028,False,False
23637,69159,0.1794971590882667,0.1794971590882667,0.409304027690477,False,True
23642,50106,0.9654176372914747,0.9654176372914747,0.2621195878202527,False,False
23643,67119,1.4142079784764507,1.4142079784764507,0.05430497356453223,False,False
23648,66663,0.8884728773544996,0.8884728773544996,0.23617361847566753,False,False
23651,545363,0.16047993849017916,0.16047993849017916,0.23752018885814352,False,True
23652,69803,2.1212385471998045,2.1212385471998045,0.06124136266042868,False,False
23653,69645,0.7347535570751487,0.7347535570751487,0.5785371648427695,False,False
23654,69646,0.6330195788052433,0.6330195788052433,0.9698960622953605,False,False
23655,69656,0.5452050436976335,0.5452050436976335,0.09805951918956768,False,False
23659,74748,1.7663044736796905,1.7663044736796905,0.0323167143059786,False,False
23660,67606,0.4333653068459369,0.4333653068459369,1.4906701576974832,False,False
23670,65514,0.44283303443370003,0.44283303443370003,0.0536932057124444,False,False
23672,69539,0.2582842081829735,0.2582842081829735,0.7583895203584758,False,False
23673,69550,0.13023205753377232,0.13023205753377232,0.6520903154722455,False,True
23676,69594,0.37404882517259685,0.37404882517259685,0.324860813312673,False,False
23680,51586,0.8388005432329538,0.8388005432329538,0.8382417773696939,False,False
23682,74748,1.6771735689903275,1.6771735689903275,0.18502540692699165,False,False
23684,69516,0.8511674088446267,0.8511674088446267,0.48812392416700956,False,False
23689,64554,0.42015436936333095,0.42015436936333095,0.8462879305308137,False,False
23693,69737,0.09695687092749544,0.09695687092749544,1.2346515357690602,False,True
23694,599683,0.253131946050773,0.253131946050773,1.1832378260001977,False,False
23695,69745,0.5719858592578668,0.5719858592578668,0.6183689603476792,False,False
23697,69762,0.35490595991075313,0.35490595991075313,1.230263522411462,False,False
23699,50726,1.5382324869674817,1.5382324869674817,0.09133304734650083,False,False
23703,69703,0.41108593884379296,0.41108593884379296,0.584098667678893,False,False
23708,74731,1.0771877765129245,1.0771877765129245,0.3139018291339353,False,False
23713,69413,0.18905194778979906,0.18905194778979906,0.17609122635148594,False,True
23714,67467,0.97781803038685,0.97781803038685,0.32127711674275616,False,False
23717,69435,0.11109365258785897,0.11109365258785897,0.44727486746822986,False,True
23719,69446,0.1507321555170814,0.1507321555170814,0.7507619833865261,False,True
23721,50430,1.9941448964314725,1.9941448964314725,0.20853672815959134,False,False
23729,62294,1.4915317668541348,0.8369635344566189,0.30623897709818726,True,False
23731,69213,0.5771250618648849,0.5771250618648849,0.6719196827157765,False,False
23736,69204,0.6167786413481795,0.6167786413481795,0.8458816795654798,False,False
23738,50296,1.2371360970050063,1.2371360970050063,0.234143659698842,False,False
23740,50262,0.8163806891216355,0.8163806891216355,0.062123633549826196,False,False
23743,50205,1.521074123228794,1.521074123228794,0.12318537319919032,False,False
23747,69328,0.9803997901654786,0.9803997901654786,0.48370958270622566,False,False
23749,69360,0.8987761129972635,0.8987761129972635,0.04570051998255498,False,False
23751,69367,1.0707271378020264,1.0707271378020264,0.18463514421551652,False,False
23754,67365,1.4273747934100722,1.4273747934100722,0.022633461268770194,False,False
23758,621245,0.13648089182304413,0.13648089182304413,0.52070965896007,False,True
23759,69813,0.1935146436162921,0.1935146436162921,1.5420594245368253,False,True
23762,67863,0.8771425897929823,0.8446397405747177,0.03250284921826463,True,False
23763,50592,1.5359853939219361,1.3166463020904298,0.02125921479385595,True,False
23764,54803,1.4601712847384873,1.4601712847384873,0.008554289984803232,False,False
23766,69934,0.16572994889321543,0.16572994889321543,1.0010590004180415,False,True
23767,69940,0.3838874457371301,0.3838874457371301,0.9422318490650031,False,False
23769,69962,0.4471009506638858,0.4471009506638858,0.6591926243273013,False,False
23771,69969,0.33938145956484345,0.33938145956484345,0.6180527268356022,False,False
23772,69974,0.6456532899926992,0.6456532899926992,0.7877100548361899,False,False
23775,69991,0.7295693921988358,0.7295693921988358,1.126547382016428,False,False
23779,69996,1.4908787887198214,1.0340150357351205,0.45686375298470083,True,False
23781,593417,0.20131144561072079,0.20131144561072079,1.0101220141359457,False,False
23782,571035,0.2846825885450284,0.2846825885450284,0.7291230963825079,False,False
23784,534648,0.184640541909795,0.184640541909795,1.0891497904591945,False,True
23786,69041,0.22061152979962984,0.22061152979962984,0.7941252682037503,False,False
23787,69054,0.42489023746404025,0.42489023746404025,0.9032792625510762,False,False
23790,69068,1.0307415188056415,0.8493352401251397,0.18140627868050174,True,False
23819,50206,0.6063279444155815,0.21583539017217562,0.1378743879855947,True,False
23848,75421,0.21396157750215333,0.21396157750215333,0.7651891670965398,False,False
23849,594902,0.20330321807851254,0.20330321807851254,0.8334584051840783,False,False
23850,69098,1.580617905872172,1.580617905872172,0.26490353084602525,False,False
23852,50126,1.0395293861982533,1.0395293861982533,0.14157564297992797,False,False
23856,51668,1.8034448169761759,1.8034448169761759,0.16022547690440558,False,False
23857,69108,0.9149329991844289,0.7928837018341528,0.05343240557736195,True,False
23858,68130,1.3541624751932018,0.9216153497184547,0.30170448618702017,True,False
23863,67164,1.330134698593285,1.0570576495604915,0.2730770490327934,True,False
23866,68848,0.9361446752475518,0.24400955365025234,0.6921351215972995,True,False
23867,54803,1.326301490353605,1.326301490353605,0.23242129303855763,False,False
23868,50430,0.9558113479487532,0.9558113479487532,0.919645071544445,False,False
23869,50441,0.30505681582747035,0.30505681582747035,0.9441462065767724,False,False
23872,50411,1.2745927473234118,1.2745927473234118,0.15966309422578373,False,False
23873,66039,1.4909594511737843,1.4909594511737843,0.15491369242904796,False,False
23880,571527,0.2996782780648436,0.2996782780648436,0.7383038250450807,False,False
23884,50411,1.2523659453115055,1.2316367432556854,0.020729202055820073,True,False
23886,50592,1.656654375335237,1.656654375335237,0.17721936413599715,False,False
23887,66556,1.4921017968605501,1.4921017968605501,0.06403935432703833,False,False
23893,50556,0.12716026732493782,0.12716026732493782,0.7908276763201411,False,True
23897,573185,0.10354805833389083,0.10354805833389083,0.9214751131878589,False,True
23898,592716,0.5073616782355722,0.5073616782355722,0.9010664708138755,False,False
23902,65117,1.6416808960554528,1.5717173324562597,0.013837090156276322,True,False
23908,586512,1.3054367994078824,0.7538466181528747,0.30111183609452863,True,False
23909,50813,1.0607501484647919,1.0607501484647919,0.2612112505646158,False,False
23912,64041,1.4266622028304936,1.28403710081223,0.14262510201826362,True,False
23914,620982,0.14778688241328647,0.14778688241328647,1.02146614823498,False,True
23915,592468,0.12271650214092453,0.12271650214092453,1.2335640930845542,False,True
23916,543193,0.1706798729539491,0.1706798729539491,0.8555482804169359,False,True
23917,605156,0.6076911857819327,0.6076911857819327,0.34555171549916,False,False
23920,649963,1.739133923088895,1.739133923088895,0.02709126429167452,False,False
23922,69803,2.049405718203612,2.049405718203612,0.026914945819920266,False,False
23923,67640,1.317746550070996,1.317746550070996,0.48412879649956353,False,False
23927,50650,1.797332233817628,1.212173184257156,0.15695125618707695,True,False
23929,50662,0.5452709717114981,0.5452709717114981,0.27106786658801785,False,False
23930,50720,0.3787159482246171,0.3787159482246171,0.7819598111457782,False,False
23931,61700,1.4384846586226212,1.4384846586226212,0.3283259993506218,False,False
23932,50726,0.370368352100533,0.370368352100533,0.7210828722048466,False,False
23933,64759,1.397397705175617,1.397397705175617,0.13443703350817482,False,False
23934,50706,1.9695609408016965,1.9695609408016965,0.12087201565421779,False,False
23935,50705,0.21916702013111378,0.21916702013111378,1.0346707910311688,False,False
