id,tid,votes,total,purity
23478,68043,3152,3152,1.0
23422,68135,3138,3138,1.0
22254,60146,3088,3088,1.0
22318,61365,3083,3099,0.9948370442078089
23848,75421,3005,3005,1.0
23206,66920,2994,2994,1.0
23288,67391,2967,2967,1.0
24100,51264,2967,2967,1.0
23225,67119,2959,2959,1.0
23235,67246,2952,2952,1.0
24164,592644,2949,2949,1.0
24283,544150,2946,2946,1.0
24465,658792,2917,2917,1.0
23589,68928,2910,2923,0.9955525145398563
21402,73117,2907,2907,1.0
22278,61145,2882,2882,1.0
24240,52701,2854,2854,1.0
22575,63464,2846,2846,1.0
23540,68856,2843,2843,1.0
23414,67703,2794,2794,1.0
23696,518445,2747,2747,1.0
22592,76118,2744,2744,1.0
22547,76650,2726,2726,1.0
23437,66018,2697,2733,0.986827661909989
23439,61268,2696,2696,1.0
23238,67266,2680,2680,1.0
22617,63959,2679,2679,1.0
24038,51516,2674,2674,1.0
23634,69134,2669,2669,1.0
22651,64350,2663,2663,1.0
21372,72523,2639,2639,1.0
24460,606273,2631,2631,1.0
24063,51454,2631,2631,1.0
22525,63248,2627,2627,1.0
23306,65616,2587,2587,1.0
21795,76455,2567,2567,1.0
22028,78352,2554,2554,1.0
23112,64768,2549,2549,1.0
24310,663399,2531,2531,1.0
22624,63950,2503,2503,1.0
22710,65707,2489,2489,1.0
23105,64861,2482,2482,1.0
23935,50705,2404,2404,1.0
23363,67421,2389,2389,1.0
24115,51648,2380,2380,1.0
22996,74857,2312,2312,1.0
23043,65949,2308,2308,1.0
24252,52060,2307,2307,1.0
24129,51715,2300,2300,1.0
22118,79847,2290,2290,1.0
23893,50556,2280,2280,1.0
24085,641149,2222,2222,1.0
23849,594902,2220,2220,1.0
24109,664641,2218,2218,1.0
22717,65343,2206,2206,1.0
23229,67143,2090,2090,1.0
22675,64893,2082,2082,1.0
24140,543001,2072,2072,1.0
22427,62242,2063,2063,1.0
22772,77927,2052,2052,1.0
23786,69041,2036,2036,1.0
23415,458676,2034,2034,1.0
23631,63991,2017,2017,1.0
22094,79140,2016,2018,0.9990089197224975
22508,63342,2010,2010,1.0
22540,63765,2007,2007,1.0
23695,69745,1994,1994,1.0
23979,50360,1973,1974,0.9994934143870314
21432,73801,1950,1950,1.0
24459,645307,1945,1945,1.0
23558,68242,1923,1923,1.0
24327,607200,1921,1921,1.0
21943,77263,1910,1910,1.0
23914,620982,1905,1905,1.0
23312,67828,1890,1890,1.0
23915,592468,1880,1880,1.0
21994,60559,1860,1860,1.0
24570,646241,1832,1832,1.0
24483,608650,1815,1815,1.0
23536,64805,1810,1810,1.0
23534,68815,1767,1767,1.0
22761,65639,1763,1763,1.0
24237,476594,1758,1758,1.0
22703,548384,1746,1746,1.0
24541,657756,1744,1744,1.0
22292,61666,1731,1731,1.0
23630,66609,1729,1729,1.0
24043,575070,1695,1695,1.0
23565,68200,1691,1691,1.0
24099,51230,1688,1688,1.0
24509,606996,1686,1686,1.0
21549,74454,1683,1683,1.0
23962,605541,1682,1682,1.0
22302,60337,1672,1672,1.0
24447,53898,1665,1665,1.0
24604,547943,1652,1652,1.0
22253,60140,1645,1645,1.0
24193,621169,1644,1644,1.0
24056,51895,1608,1608,1.0
22598,62951,1599,1599,1.0
22667,64596,1587,1587,1.0
23784,534648,1583,1583,1.0
24540,660593,1543,1543,1.0
23869,50441,1532,1532,1.0
22154,79545,1527,1527,1.0
23614,65643,1525,1525,1.0
22205,60336,1515,1515,1.0
24440,668948,1510,1510,1.0
21414,73738,1507,1507,1.0
23758,621245,1500,1500,1.0
21813,76225,1492,1492,1.0
23515,68403,1488,1488,1.0
22491,75340,1483,1483,1.0
23627,62611,1482,1482,1.0
24619,623454,1476,1476,1.0
23898,592716,1474,1474,1.0
22820,66145,1471,1471,1.0
22721,64017,1469,1469,1.0
24076,51948,1461,1461,1.0
23665,65665,1454,1454,1.0
23047,64995,1430,1430,1.0
23930,50720,1420,1420,1.0
23857,50106,1414,1414,1.0
23929,50662,1413,1413,1.0
23459,68585,1413,1413,1.0
23642,69108,1411,1416,0.9964689265536724
23501,68639,1406,1406,1.0
22368,62146,1406,1406,1.0
24110,621141,1402,1402,1.0
24444,53892,1371,1371,1.0
23944,623167,1370,1370,1.0
22621,63960,1368,1368,1.0
22143,79358,1367,1367,1.0
23870,50449,1366,1366,1.0
22469,63145,1364,1365,0.9992673992673993
23557,68240,1342,1342,1.0
22899,64580,1333,1333,1.0
23916,543193,1327,1327,1.0
23597,63961,1307,1307,1.0
22201,60339,1304,1304,1.0
23932,50726,1302,1302,1.0
23512,65496,1293,1293,1.0
24089,51301,1285,1285,1.0
24086,51359,1283,1283,1.0
23617,68249,1259,1259,1.0
23092,63894,1255,1255,1.0
23713,69413,1246,1246,1.0
23871,50464,1238,1238,1.0
21991,78517,1217,1217,1.0
24224,52204,1215,1215,1.0
22905,63512,1204,1204,1.0
24021,605498,1200,1200,1.0
23761,69839,1200,1200,1.0
23651,545363,1154,1154,1.0
24389,53613,1150,1150,1.0
24423,642203,1143,1143,1.0
24508,641447,1115,1115,1.0
23289,64051,1096,1096,1.0
23759,69813,1095,1095,1.0
22922,64047,1091,1091,1.0
23917,605156,1086,1086,1.0
23190,63492,1081,1096,0.9863138686131386
21840,76757,1079,1079,1.0
24185,52397,1078,1078,1.0
21622,74513,1077,1077,1.0
23554,63292,1062,1062,1.0
23418,65109,1057,1058,0.999054820415879
23749,69360,1057,1057,1.0
22312,61411,1055,1055,1.0
23334,67737,1042,1042,1.0
23458,68529,1039,1039,1.0
23787,69054,1027,1027,1.0
22458,464400,1025,1025,1.0
23030,66451,1025,1025,1.0
24136,51713,1025,1025,1.0
22583,78536,1017,1017,1.0
24223,642098,1015,1015,1.0
23632,63638,1004,1004,1.0
23369,67419,1002,1002,1.0
24560,664942,979,979,1.0
23655,69656,974,974,1.0
24319,53996,973,973,1.0
24626,680802,966,966,1.0
22595,62920,958,958,1.0
24286,52641,956,956,1.0
22925,64718,954,954,1.0
21875,76329,951,951,1.0
23455,68556,950,950,1.0
21558,74359,941,941,1.0
23638,69168,926,926,1.0
23650,69620,921,921,1.0
22404,62655,921,921,1.0
23504,68619,918,918,1.0
24623,642545,915,915,1.0
23717,69435,911,911,1.0
23766,69934,908,908,1.0
22311,61457,905,905,1.0
24234,52206,903,903,1.0
23426,65117,888,888,1.0
23748,69399,882,882,1.0
24544,54729,881,881,1.0
24209,52530,869,869,1.0
24055,51897,865,865,1.0
23257,67954,862,862,1.0
24344,53139,859,859,1.0
24178,52330,817,817,1.0
22867,66305,814,814,1.0
22015,78247,811,812,0.9987684729064039
23568,68703,802,802,1.0
24568,54319,799,799,1.0
23644,69113,796,796,1.0
23484,68092,793,793,1.0
23513,68415,793,793,1.0
24265,52639,788,788,1.0
24411,53455,787,787,1.0
22596,62937,787,787,1.0
23697,69762,783,783,1.0
23673,69550,780,780,1.0
24461,641855,774,774,1.0
24147,543208,773,773,1.0
23462,68501,773,773,1.0
23542,68896,769,770,0.9987012987012988
23110,62056,766,766,1.0
21654,75342,766,766,1.0
24328,53259,765,765,1.0
24607,54063,759,759,1.0
24078,51994,759,759,1.0
23977,50354,758,758,1.0
24527,54263,753,753,1.0
24355,53754,753,753,1.0
22840,65241,752,752,1.0
24467,668684,740,740,1.0
23628,61295,738,738,1.0
23772,69974,737,737,1.0
24306,623381,730,730,1.0
24307,596049,729,729,1.0
23496,63628,724,724,1.0
23963,50992,714,714,1.0
22180,79293,705,705,1.0
23751,69367,701,701,1.0
21754,75258,699,699,1.0
22734,65058,699,699,1.0
23101,64896,695,695,1.0
21830,76858,693,693,1.0
24303,606162,677,677,1.0
24239,467100,671,671,1.0
23500,68659,650,650,1.0
23475,68036,643,643,1.0
24622,54843,640,640,1.0
24627,666364,634,634,1.0
24146,543557,628,628,1.0
23843,543184,623,623,1.0
23094,66859,622,622,1.0
23090,73248,619,619,1.0
21699,75138,607,607,1.0
22505,63348,599,599,1.0
23676,69594,598,598,1.0
22309,61456,597,597,1.0
24424,676641,596,596,1.0
23953,50203,595,595,1.0
20700,99445,591,591,1.0
22851,76350,590,590,1.0
24269,543594,588,588,1.0
22335,61214,580,580,1.0
22280,61156,577,577,1.0
23284,67365,573,573,1.0
24126,596043,573,573,1.0
23790,69068,568,568,1.0
24388,641312,568,568,1.0
23771,69969,563,563,1.0
22911,75321,563,563,1.0
21874,76355,562,562,1.0
22487,63111,562,562,1.0
24546,54768,554,554,1.0
21279,72447,543,543,1.0
24205,52903,537,537,1.0
23737,69205,536,536,1.0
23684,69516,532,532,1.0
24211,52558,529,529,1.0
23574,68701,515,515,1.0
22123,79825,512,512,1.0
23231,67116,507,507,1.0
23204,573348,501,501,1.0
24512,54900,501,501,1.0
23731,69213,499,499,1.0
23362,67443,499,499,1.0
23293,67646,492,493,0.9979716024340771
24629,622694,491,491,1.0
24028,51097,477,477,1.0
24313,571616,477,477,1.0
23902,65411,473,473,1.0
24329,53262,467,467,1.0
24183,52395,462,462,1.0
22666,64760,462,462,1.0
24463,532936,452,452,1.0
23258,67956,452,452,1.0
23137,65398,450,450,1.0
22136,79440,449,449,1.0
24133,51761,443,443,1.0
22785,65392,433,433,1.0
20938,70425,428,428,1.0
23703,69703,425,425,1.0
21978,77591,417,417,1.0
23860,50109,416,416,1.0
24608,54064,410,410,1.0
22964,66741,410,410,1.0
22731,65057,401,401,1.0
24088,51393,401,401,1.0
23689,64554,396,396,1.0
24469,54561,394,394,1.0
23747,69328,386,386,1.0
24020,51143,381,381,1.0
24064,51460,379,379,1.0
23982,50393,375,376,0.9973404255319149
24392,53609,370,370,1.0
24387,658431,367,367,1.0
23260,67962,365,365,1.0
23005,66492,361,361,1.0
24271,657122,361,361,1.0
22541,63749,357,357,1.0
24624,682027,348,348,1.0
22234,60845,345,345,1.0
22622,63914,343,343,1.0
23421,68130,340,340,1.0
22099,79130,338,338,1.0
23972,50904,335,335,1.0
23991,50036,334,334,1.0
24571,54362,332,332,1.0
22776,65042,331,331,1.0
24042,51594,329,329,1.0
23314,67863,326,326,1.0
24573,54368,317,317,1.0
24169,52868,315,315,1.0
23498,64615,313,313,1.0
24026,51058,312,312,1.0
23654,69646,310,310,1.0
22615,62966,304,304,1.0
23154,64029,302,302,1.0
24482,54537,300,300,1.0
24059,51809,291,291,1.0
23385,67045,285,285,1.0
22901,65522,284,284,1.0
22261,60181,284,284,1.0
23653,69645,283,283,1.0
22932,66630,283,283,1.0
21595,74630,280,280,1.0
23640,69104,278,278,1.0
24494,667498,275,275,1.0
23383,67048,262,262,1.0
23157,66047,261,261,1.0
23054,65964,246,246,1.0
24559,640444,242,242,1.0
22478,63103,240,240,1.0
23332,67762,235,235,1.0
23560,68260,232,232,1.0
22933,66660,230,230,1.0
23294,67640,226,226,1.0
23951,50296,216,216,1.0
24537,54404,215,215,1.0
23361,67467,215,215,1.0
23336,67711,207,207,1.0
23567,68797,204,204,1.0
23783,69047,202,202,1.0
24241,52731,198,198,1.0
23736,69204,197,197,1.0
24166,52873,195,195,1.0
23564,68269,193,193,1.0
21733,75250,188,188,1.0
24197,52994,187,187,1.0
23151,66064,183,183,1.0
23904,50812,180,180,1.0
22220,60634,176,176,1.0
23964,50995,174,174,1.0
24401,53301,174,174,1.0
24399,53300,173,173,1.0
24485,54149,173,173,1.0
24044,51526,171,171,1.0
24572,54363,169,169,1.0
24047,51546,167,167,1.0
24051,51867,167,167,1.0
22321,61329,165,165,1.0
22926,66557,164,164,1.0
23954,50205,163,163,1.0
23342,67591,161,161,1.0
23082,77563,159,159,1.0
23122,64759,154,154,1.0
22233,60757,152,152,1.0
24052,592499,152,152,1.0
23942,50706,150,150,1.0
24117,51665,148,148,1.0
23024,66493,145,145,1.0
24434,53006,141,141,1.0
24118,51668,140,140,1.0
22869,61396,140,140,1.0
24011,51154,138,138,1.0
22923,65509,137,137,1.0
23177,66201,135,135,1.0
22597,62929,132,132,1.0
22978,74167,132,132,1.0
23868,50430,132,132,1.0
24039,51586,131,131,1.0
23968,50905,129,129,1.0
23366,67454,128,128,1.0
24317,53973,127,127,1.0
24018,51111,126,126,1.0
24314,53919,125,125,1.0
23648,66663,125,125,1.0
24631,641778,122,122,1.0
24277,52460,121,121,1.0
23150,63104,114,114,1.0
24340,668766,112,112,1.0
23158,66068,112,112,1.0
23955,50206,111,111,1.0
23302,67604,111,111,1.0
24097,595001,109,109,1.0
23596,63936,107,107,1.0
22742,65067,107,107,1.0
21415,73750,104,104,1.0
24515,54903,99,99,1.0
23636,69158,98,98,1.0
23236,67259,97,97,1.0
23532,68830,97,97,1.0
24373,53562,94,94,1.0
23872,50411,94,94,1.0
23538,68848,94,94,1.0
23499,65618,91,91,1.0
24376,53594,88,88,1.0
24633,657770,85,85,1.0
22007,78819,85,87,0.9770114942528736
22548,62648,84,84,1.0
22640,64155,82,82,1.0
24151,649963,75,75,1.0
23895,50596,75,75,1.0
23966,50901,75,75,1.0
22029,78366,73,73,1.0
22915,72862,72,72,1.0
23097,65844,72,72,1.0
24343,53164,72,72,1.0
23461,68589,71,71,1.0
23599,68910,70,70,1.0
24484,683412,70,70,1.0
22784,65696,70,70,1.0
24377,53560,68,68,1.0
24579,54304,67,67,1.0
23690,63791,67,67,1.0
24157,52119,64,64,1.0
23643,69111,63,63,1.0
22428,62263,62,62,1.0
21178,71845,61,61,1.0
24425,53029,60,60,1.0
23600,65937,60,60,1.0
24173,52809,60,60,1.0
24334,53298,58,58,1.0
23232,67164,58,58,1.0
23384,67066,58,58,1.0
22821,66160,56,56,1.0
21095,71118,56,56,1.0
23360,64464,54,54,1.0
23775,69991,54,54,1.0
23779,69996,53,53,1.0
24179,52394,52,52,1.0
24525,54913,50,50,1.0
24566,54608,50,50,1.0
23952,50298,47,47,1.0
23023,66444,47,47,1.0
23424,68159,47,47,1.0
22250,60264,46,46,1.0
23556,61962,46,46,1.0
23947,50262,46,46,1.0
24027,51060,45,45,1.0
23343,67588,44,44,1.0
24013,51110,41,41,1.0
24398,53312,39,39,1.0
24102,51294,39,39,1.0
24201,52902,39,39,1.0
24370,572143,38,38,1.0
23959,50211,36,36,1.0
23934,50711,35,35,1.0
22579,62595,35,35,1.0
23909,50813,35,35,1.0
23927,50650,35,35,1.0
21571,74838,35,35,1.0
23850,69098,34,34,1.0
23488,68097,33,33,1.0
22904,66556,33,33,1.0
24181,52391,32,32,1.0
24253,52063,32,32,1.0
24412,53469,31,31,1.0
23879,64498,31,31,1.0
23866,69803,31,31,1.0
24152,52149,30,30,1.0
23115,65827,29,29,1.0
23985,50397,29,29,1.0
24248,52715,26,26,1.0
24165,52867,26,26,1.0
23139,66801,26,26,1.0
24516,54904,25,25,1.0
23145,66858,23,23,1.0
24499,54803,21,21,1.0
21588,74748,21,21,1.0
24380,53596,20,20,1.0
23887,50563,19,19,1.0
22795,67122,18,18,1.0
21170,71837,18,18,1.0
23693,69737,17,17,1.0
23670,64501,15,15,1.0
24565,54645,15,15,1.0
23476,68050,14,14,1.0
24226,52295,14,14,1.0
24531,54213,13,13,1.0
23680,69507,13,13,1.0
23331,67768,13,13,1.0
24502,54807,13,13,1.0
22110,79617,13,13,1.0
22985,65703,13,13,1.0
23886,50592,12,12,1.0
24390,50662,12,12,1.0
24153,52140,12,12,1.0
22332,61700,11,11,1.0
23349,67504,11,11,1.0
23931,50758,10,10,1.0
22763,62908,9,9,1.0
24477,54503,9,9,1.0
23305,67606,9,9,1.0
22739,64504,8,8,1.0
23175,66039,6,6,1.0
23884,50573,6,6,1.0
23921,50604,5,5,1.0
23182,62294,5,5,1.0
23727,68207,5,5,1.0
23348,493193,4,4,1.0
22722,64041,4,4,1.0
21624,74543,4,4,1.0
22893,65514,4,4,1.0
21587,74731,3,3,1.0
23116,65464,3,3,1.0
23967,50900,2,2,1.0
22345,61208,1,1,1.0
23740,593417,1,1,1.0
