id,tid,votes,total,purity
22963,66715,2561,2561,1.0
22690,64560,2559,2559,1.0
22420,62556,2504,2504,1.0
24439,628338,2477,2477,1.0
22950,66657,2445,2445,1.0
23882,553988,2442,2442,1.0
22664,64610,2355,2355,1.0
21999,78122,2338,2338,1.0
22839,66209,2298,2298,1.0
24270,593647,2237,2237,1.0
23896,50500,2231,2231,1.0
22985,65703,2212,2212,1.0
21400,73136,2207,2207,1.0
22674,63920,2146,2146,1.0
23022,66409,2135,2135,1.0
22853,65898,2086,2086,1.0
23840,69652,2074,2074,1.0
22719,64346,2058,2058,1.0
24301,546990,2057,2057,1.0
22831,65207,1982,1982,1.0
23195,66965,1933,1933,1.0
21143,71752,1877,1877,1.0
23602,68912,1833,1833,1.0
21708,75151,1826,1826,1.0
24356,53764,1821,1821,1.0
23854,50167,1814,1814,1.0
23939,50707,1804,1804,1.0
21822,76249,1803,1803,1.0
22523,63260,1790,1790,1.0
23865,657733,1746,1746,1.0
24264,52605,1732,1732,1.0
24040,51551,1707,1707,1.0
24273,52430,1705,1705,1.0
24251,643565,1689,1689,1.0
21851,76753,1681,1681,1.0
23508,64657,1672,1672,1.0
23664,65610,1657,1657,1.0
23463,68518,1621,1621,1.0
23243,67207,1576,1576,1.0
24326,641829,1558,1558,1.0
23427,68106,1552,1552,1.0
23759,69813,1552,1552,1.0
23948,50202,1551,1551,1.0
23645,69100,1530,1530,1.0
24207,605361,1530,1530,1.0
22442,62884,1508,1508,1.0
23188,64022,1504,1504,1.0
24194,624577,1503,1503,1.0
22345,61208,1461,1461,1.0
23606,68904,1449,1449,1.0
22542,63722,1434,1434,1.0
24098,51203,1430,1430,1.0
24466,669008,1417,1417,1.0
24545,666632,1412,1412,1.0
23466,68504,1411,1411,1.0
23244,64266,1410,1410,1.0
24526,622682,1399,1399,1.0
21945,77243,1384,1384,1.0
22521,63202,1365,1366,0.9992679355783309
24309,676646,1359,1359,1.0
23855,50150,1341,1342,0.9992548435171386
23404,573131,1338,1338,1.0
22882,64340,1338,1338,1.0
23688,63700,1338,1338,1.0
23408,62025,1318,1318,1.0
22709,64717,1303,1303,1.0
24372,53554,1292,1292,1.0
23940,50709,1289,1289,1.0
24007,608365,1285,1285,1.0
22021,78629,1284,1284,1.0
24341,670351,1272,1272,1.0
23625,543742,1268,1268,1.0
23776,69992,1234,1234,1.0
22775,65399,1233,1233,1.0
23584,68700,1230,1230,1.0
22288,61197,1227,1227,1.0
21947,77248,1220,1220,1.0
23582,68730,1205,2325,0.5182795698924731
23349,67504,1203,1204,0.9991694352159468
24510,571602,1189,1189,1.0
23452,68305,1161,1161,1.0
22006,78813,1145,1145,1.0
23911,50820,1142,1142,1.0
22626,60566,1130,1130,1.0
23444,68362,1105,1105,1.0
23321,61869,1095,1095,1.0
22396,62332,1075,1076,0.9990706319702602
23938,50704,1062,1063,0.9990592662276576
23525,64407,1057,1057,1.0
22969,66707,1047,1047,1.0
21241,72133,1046,1046,1.0
21693,75808,1045,1045,1.0
23193,66917,1041,1041,1.0
22695,65132,1037,1037,1.0
22332,61700,1035,1035,1.0
22144,79334,1023,1023,1.0
24263,592656,1020,1020,1.0
23274,67905,1004,1004,1.0
22432,62265,1002,1002,1.0
23626,63440,1002,1002,1.0
23669,65515,987,987,1.0
23549,68868,983,983,1.0
23298,67644,972,972,1.0
21600,74729,961,961,1.0
23442,68346,955,955,1.0
23698,69766,947,947,1.0
21980,77463,946,946,1.0
24548,54795,941,941,1.0
23757,69306,911,911,1.0
22394,62356,909,909,1.0
23990,50054,886,886,1.0
24180,52348,885,885,1.0
24050,51868,883,883,1.0
22628,63905,880,880,1.0
22781,65506,873,873,1.0
21448,73209,858,858,1.0
23691,69727,842,842,1.0
22576,63450,838,838,1.0
24542,676950,836,836,1.0
21892,76100,835,835,1.0
21461,73306,833,833,1.0
24010,51100,826,826,1.0
23978,50357,809,810,0.9987654320987654
23367,67449,805,805,1.0
23724,69418,790,790,1.0
24569,54344,780,780,1.0
23143,66864,774,774,1.0
22682,61554,772,772,1.0
23735,69238,769,769,1.0
24041,51528,767,767,1.0
24398,53312,759,759,1.0
24221,656847,758,762,0.994750656167979
22016,78217,753,753,1.0
23681,69508,734,734,1.0
22749,65653,728,728,1.0
22728,64012,727,727,1.0
24005,488681,726,726,1.0
22872,65362,718,718,1.0
23001,65462,717,717,1.0
23407,67005,709,710,0.9985915492957746
22928,66614,686,686,1.0
24400,53344,681,681,1.0
22333,61743,680,680,1.0
23552,68205,678,678,1.0
22353,61566,675,675,1.0
24139,592387,673,673,1.0
22809,66112,672,672,1.0
24177,605196,665,672,0.9895833333333334
24462,608384,664,664,1.0
22502,78361,656,656,1.0
23405,66406,644,644,1.0
22771,64115,643,643,1.0
23526,68463,641,641,1.0
24023,501660,631,631,1.0
23034,64906,627,627,1.0
22716,64944,619,619,1.0
21617,74215,616,616,1.0
24496,54805,615,615,1.0
24149,643269,614,614,1.0
23841,607111,610,610,1.0
24245,666247,599,599,1.0
22208,60343,593,593,1.0
23949,50293,592,592,1.0
24008,594953,590,590,1.0
24500,54812,589,589,1.0
23505,68646,585,585,1.0
23715,69428,574,574,1.0
23760,69825,570,570,1.0
23436,68330,567,567,1.0
23705,69705,566,566,1.0
24342,53144,566,566,1.0
23396,67006,557,557,1.0
23108,65869,555,555,1.0
23718,69442,542,545,0.9944954128440368
24150,541650,536,536,1.0
23347,67539,531,531,1.0
23842,519295,525,525,1.0
23670,64501,509,509,1.0
23671,69530,505,505,1.0
24464,592348,493,493,1.0
23844,451713,487,487,1.0
23635,571830,482,482,1.0
24308,501571,481,481,1.0
23768,69950,472,472,1.0
22025,78643,465,465,1.0
23472,64014,460,460,1.0
24630,676724,455,455,1.0
24054,51865,455,455,1.0
24191,52305,453,453,1.0
23529,64469,446,446,1.0
22986,66702,446,449,0.9933184855233853
22808,64101,444,444,1.0
23701,64704,441,441,1.0
23989,50066,439,439,1.0
23965,50996,436,436,1.0
20889,71184,434,434,1.0
23881,573135,428,428,1.0
23835,69802,426,426,1.0
20946,70410,425,425,1.0
22571,62409,415,415,1.0
23970,50902,408,408,1.0
23521,60288,408,408,1.0
23847,607776,403,403,1.0
24304,596825,402,402,1.0
23179,65269,399,399,1.0
21865,76509,399,399,1.0
24068,51403,391,391,1.0
24143,571679,385,385,1.0
22553,63634,378,378,1.0
22392,62353,373,373,1.0
22514,79290,371,371,1.0
21278,64793,368,368,1.0
23750,69332,366,366,1.0
22886,66354,362,362,1.0
22841,64213,361,361,1.0
24426,53058,360,360,1.0
24148,571506,358,358,1.0
24582,54307,355,355,1.0
24022,51003,353,356,0.9915730337078652
22382,62797,352,352,1.0
22160,79705,349,349,1.0
24086,51359,348,348,1.0
22943,66662,347,347,1.0
23706,69706,339,339,1.0
23726,68407,339,339,1.0
21511,73213,332,332,1.0
22777,65040,330,330,1.0
22748,64086,326,326,1.0
23976,50312,325,325,1.0
23153,578268,316,316,1.0
22344,61204,311,311,1.0
22822,64260,310,310,1.0
23470,68507,308,308,1.0
22811,66113,297,297,1.0
23430,68110,296,296,1.0
24413,53400,289,289,1.0
24371,657434,287,287,1.0
23919,50600,281,281,1.0
24632,650331,273,273,1.0
24090,51302,273,273,1.0
22697,65115,273,273,1.0
23474,64011,272,272,1.0
21174,71842,269,269,1.0
22934,66615,267,267,1.0
22763,62908,260,260,1.0
23116,65464,255,255,1.0
23662,69636,249,249,1.0
23739,69207,244,244,1.0
23723,69416,242,242,1.0
23975,50304,238,238,1.0
24315,53992,237,237,1.0
22893,65514,230,230,1.0
23064,65905,227,235,0.9659574468085106
24091,51303,226,226,1.0
24274,52424,225,225,1.0
24210,52516,221,221,1.0
23330,67807,218,219,0.9954337899543378
23733,69203,217,217,1.0
23004,66462,217,217,1.0
21131,71432,216,216,1.0
22137,79465,212,212,1.0
22830,66203,208,208,1.0
23186,66233,207,207,1.0
23300,67610,206,206,1.0
24163,547004,204,208,0.9807692307692307
24567,54305,199,199,1.0
24145,51706,191,191,1.0
23734,68204,189,189,1.0
24214,52568,183,183,1.0
23551,68805,177,177,1.0
23562,63559,172,172,1.0
23524,64410,171,171,1.0
23290,67363,164,164,1.0
24418,53404,164,164,1.0
22900,65503,163,163,1.0
21848,76720,162,162,1.0
23467,63593,157,157,1.0
22959,66710,154,154,1.0
21835,76869,150,150,1.0
24031,51005,149,149,1.0
21458,73342,149,149,1.0
23667,67609,149,149,1.0
22902,66508,149,149,1.0
23418,65109,142,142,1.0
23264,67900,132,132,1.0
24383,53569,130,130,1.0
22002,60100,126,126,1.0
24128,51764,125,127,0.984251968503937
24297,52705,124,124,1.0
24402,53302,123,123,1.0
24375,53568,121,121,1.0
22574,63435,121,121,1.0
21381,72546,118,118,1.0
22101,79198,117,117,1.0
22104,79113,114,114,1.0
22454,76368,109,109,1.0
23712,69403,106,106,1.0
23918,50657,103,103,1.0
24278,52405,100,100,1.0
23553,79530,100,100,1.0
23483,68089,100,100,1.0
24158,52103,98,98,1.0
22460,77654,95,95,1.0
23241,67202,95,95,1.0
23945,50204,95,95,1.0
23253,64209,91,91,1.0
22852,65304,89,89,1.0
22733,63088,87,87,1.0
23986,600301,87,87,1.0
22679,64499,86,88,0.9772727272727273
24046,51560,85,85,1.0
22148,79300,85,85,1.0
23531,68466,84,84,1.0
21577,74846,84,84,1.0
23789,69064,79,79,1.0
23702,69702,79,79,1.0
23146,63895,79,79,1.0
24501,54815,78,78,1.0
23507,68614,77,77,1.0
24215,52504,77,77,1.0
24532,54214,75,75,1.0
23341,67760,72,72,1.0
23608,68909,71,71,1.0
24593,54408,71,71,1.0
23649,571757,70,70,1.0
23700,63703,70,70,1.0
22745,63448,70,70,1.0
21288,72456,70,70,1.0
21786,76158,68,68,1.0
24009,643603,67,67,1.0
22819,66162,67,67,1.0
24628,665180,65,65,1.0
23299,63636,65,65,1.0
22284,61104,64,64,1.0
24430,53036,64,64,1.0
23839,69804,63,63,1.0
22374,62164,62,62,1.0
23974,50906,62,62,1.0
23788,69056,61,61,1.0
22766,64890,61,61,1.0
22762,79364,61,61,1.0
24590,54460,60,60,1.0
24255,52001,58,58,1.0
22132,79234,57,57,1.0
23980,578628,56,56,1.0
24242,52764,53,53,1.0
22225,60605,53,53,1.0
21401,73153,51,51,1.0
24260,52002,51,51,1.0
24024,51013,51,51,1.0
24296,52704,49,50,0.98
20984,70756,49,49,1.0
23859,50108,46,46,1.0
24132,51762,45,45,1.0
23641,69105,45,46,0.9782608695652174
23200,66968,45,45,1.0
24130,51767,45,45,1.0
23132,66749,43,43,1.0
23906,50868,43,43,1.0
24385,53587,42,42,1.0
22238,60805,42,42,1.0
24427,53057,37,37,1.0
22684,64706,37,37,1.0
23481,68069,36,36,1.0
23780,69900,36,36,1.0
23469,63558,35,35,1.0
23752,69366,35,35,1.0
22817,64100,34,34,1.0
24280,52402,34,34,1.0
23992,50092,34,34,1.0
23838,69810,34,34,1.0
22696,65136,33,33,1.0
23900,50848,32,32,1.0
22439,62893,32,32,1.0
24077,51991,32,32,1.0
23905,50819,31,31,1.0
23612,68901,31,31,1.0
24119,51640,27,27,1.0
24528,54205,26,26,1.0
23957,50208,26,26,1.0
22281,61114,25,25,1.0
22611,62921,25,25,1.0
24405,53305,24,24,1.0
22807,65157,24,25,0.96
24479,54166,24,24,1.0
22221,60648,23,23,1.0
23996,50007,23,23,1.0
24416,53460,22,22,1.0
22758,64493,22,22,1.0
24071,51407,21,21,1.0
23144,66833,21,21,1.0
24175,52804,20,20,1.0
24101,51269,19,19,1.0
22800,64164,19,19,1.0
22064,78566,19,19,1.0
24134,51701,18,18,1.0
23028,63913,18,18,1.0
23263,67993,18,18,1.0
24159,52105,17,17,1.0
23234,67123,17,17,1.0
24266,52667,17,17,1.0
24382,53505,16,16,1.0
24335,53204,16,16,1.0
24079,51996,15,15,1.0
24517,54905,14,14,1.0
23604,62537,14,14,1.0
23926,50608,14,14,1.0
24155,52154,14,15,0.9333333333333333
24124,51604,13,13,1.0
23763,69860,13,13,1.0
23864,50115,13,13,1.0
24471,54598,13,13,1.0
23773,69980,12,12,1.0
24095,51307,12,12,1.0
23971,50903,12,12,1.0
22629,63903,12,12,1.0
23677,69500,11,11,1.0
23492,68002,11,11,1.0
24529,54236,10,10,1.0
23000,65412,10,10,1.0
23121,64724,10,10,1.0
24536,54219,10,10,1.0
22901,65522,10,19,0.5263157894736842
22499,63339,10,10,1.0
23395,67063,9,9,1.0
24492,54112,9,9,1.0
23753,69363,9,9,1.0
23493,68003,8,8,1.0
24589,54506,7,7,1.0
24442,53844,7,7,1.0
24403,53303,7,7,1.0
24357,53795,6,6,1.0
24219,52514,6,6,1.0
23387,65096,6,6,1.0
24316,53991,6,6,1.0
24350,53105,6,6,1.0
23189,66504,5,5,1.0
23548,64803,5,5,1.0
23187,66207,5,5,1.0
24470,54567,4,4,1.0
22743,65062,4,4,1.0
24481,54164,4,4,1.0
24443,53865,4,4,1.0
22720,64001,4,4,1.0
24475,54507,4,4,1.0
23225,67119,4,4,1.0
24106,51298,4,4,1.0
23946,50244,4,4,1.0
23605,68906,4,4,1.0
24332,53296,4,4,1.0
24299,52710,4,4,1.0
23205,66963,4,4,1.0
23574,68701,3,3,1.0
23380,62499,3,3,1.0
24058,51803,3,3,1.0
24034,51009,3,3,1.0
22258,60184,3,3,1.0
22621,63960,3,3,1.0
23728,68211,3,3,1.0
23899,50840,3,3,1.0
23771,69969,2,2,1.0
23095,76812,2,2,1.0
23546,68869,2,2,1.0
22735,61895,2,2,1.0
23849,594902,1,1,1.0
24574,54394,1,1,1.0
