pid,tid,d,margin,round
21654,75342,0.25573309627028257,1.440865473608717,2
21936,77318,0.260113900963159,1.6169117198356309,2
21943,77263,0.26270444649078695,1.2594087772545772,2
21978,77591,0.36662219345226216,1.670034532212338,2
22099,79130,0.2857372495752056,1.5059340041378917,2
22136,79440,0.30633416893351106,1.3107290907679092,2
22163,79764,0.28061496491305926,1.6422629814527094,2
22231,60768,0.25277427433080235,1.7984175974455623,2
22318,61365,0.26225119453337276,1.3517582139083502,2
22404,62655,0.27583563951684864,1.9403090469760826,2
22540,63765,0.27178002632576914,1.4556046867836896,2
22583,78536,0.25568324798691294,1.5014197165587355,2
22668,64565,0.2689555624731699,1.5986225177825673,2
22730,65056,0.28608991704582065,1.45357321271386,2
22772,77927,0.3786983783749589,1.3626127426050336,2
22851,76350,0.35217662943645706,1.0102216823045405,2
22890,65320,0.3063656142813391,1.3599178254465807,2
22915,72862,0.2795552292488808,1.579128549265283,2
22925,64718,0.35016056590521494,1.543929551835621,2
23082,77563,0.29144672965722795,1.2142601147606253,2
23090,73248,0.3755109301819121,1.0377038829896479,2
23105,64861,0.27726627650866525,1.084083279344726,2
23110,62056,0.2682181707637785,1.2056042222906984,2
23112,64768,0.35901181231607726,1.498419912768807,2
23257,67954,0.39346611941994913,1.459139111074387,2
23334,67737,0.3740764865407275,1.0871015196723066,2
23369,67419,0.39317503098232276,1.5157795623371622,2
23411,502010,0.3565240793009168,1.3428476252807338,2
23437,66018,0.34375661037488225,1.3837272791022879,2
23440,68341,0.3005973838430574,1.469026939411807,2
23512,65496,0.3388187613857085,1.44696715063384,2
23515,68403,0.2740497720430595,1.3767352251379368,2
23540,68856,0.3345593076812874,1.4218865332522912,2
23555,68220,0.2676784605949721,1.200159853869817,2
23557,68240,0.39167548078578884,1.1601909284545666,2
23561,67263,0.3617643544816032,1.1266613853198013,2
23694,599683,0.258389930877704,1.2650617991114994,2
23713,69413,0.2814228879080254,1.1943956973029233,2
23758,621245,0.30341491404760546,1.1472931305397658,2
23767,69940,0.2672689195843445,1.3480848447489635,2
23769,69962,0.39697534036139115,1.2035557059641644,2
23782,571035,0.2515888360803913,1.27798315526308,2
23898,592716,0.36504520805191254,1.089660448145969,2
23987,628333,0.3134474635669122,1.1731341715516173,2
24026,51058,0.31317672635876304,1.3407162356642,2
24076,51948,0.3473733256025612,1.3103611114994127,2
24078,51994,0.38623976131157345,1.1656133725287452,2
24164,592644,0.2756563244915389,1.3977257556896125,2
24193,621169,0.3573157110945644,1.2319365535017293,2
24209,52530,0.2673593954581219,1.502794764670113,2
24234,52206,0.36795484709782644,1.1937350046805646,2
24240,52701,0.3122377029153379,1.2444115560984184,2
24277,52460,0.2906611588816903,1.417486288180696,2
24283,544150,0.25913132200595795,1.3766284648472078,2
24319,53996,0.3459299828465536,1.110528170951574,2
24327,607200,0.3561334430621585,1.0970219785728315,2
24328,53259,0.2604893361165432,0.963863537458868,2
24355,53754,0.34271688985456583,1.1431129339965285,2
24373,53562,0.2967031428571428,1.5272938443670152,2
24410,642558,0.3408832781155686,0.8838165424699285,2
24423,642203,0.300151328684957,1.2867711744237118,2
24444,53892,0.2741543875621155,1.0440112666147305,2
24447,53898,0.2556045582317907,1.237767527415043,2
24540,660593,0.25630420077682325,0.94206941798327,2
24573,54368,0.29729151468692355,0.8878678019771167,2
24622,54843,0.25306133447691204,1.498595081204059,2
24623,642545,0.29442522846441943,1.0969972334581772,2
21279,72447,0.34000410666061853,1.413869478112794,2
21372,72523,0.38801171971640624,1.2676793441881786,2
21595,74630,0.2903200884732052,1.2748634837786974,2
21699,75138,0.3577090314831626,1.2776975610141261,2
21795,76455,0.2963354783924181,1.5681381472294436,2
21875,76329,0.3402827284771168,1.683536362707352,2
21916,77446,0.29520267758502433,1.3154750549951495,2
21955,77829,0.31070789784961006,1.376487292083184,2
21991,78517,0.3119561184073238,1.587833500703372,2
22525,63248,0.26116651392896795,1.5960225614790748,2
22547,76650,0.3359563473766289,1.2908931441428637,2
22595,62920,0.2649759071876731,1.724201387872058,2
22617,63959,0.3551134356412292,1.8128254049115005,2
22621,63960,0.28037571384633897,1.5631066064713588,2
22703,548384,0.29767230654726273,1.3339341326728391,2
22731,65057,0.3900481078872035,1.539420306600591,2
22782,65769,0.26868869213893154,1.3334969734607807,2
22922,64047,0.2805065208832628,1.6541222850293007,2
22996,74857,0.35708914439666545,1.149762334397582,2
23206,66920,0.27896340275367393,1.5176468151625282,2
23288,67391,0.268684240283166,1.462578644096723,2
23289,64051,0.27414306061049326,1.3165379420299967,2
23312,67828,0.34669926267308704,1.3053809466359825,2
23627,62611,0.38076365000938495,1.5066660762615562,2
23745,518852,0.28352677792221503,1.5108380147202887,2
23783,69047,0.3372103574782448,1.6230456587786197,2
23843,543184,0.34655363058435174,1.816071491642343,2
23870,50449,0.32299199663614525,1.6170001582850784,2
24021,605498,0.2862974500575721,1.5125060994448076,2
24140,543001,0.2505312850054516,1.4766041089181283,2
24224,52204,0.26305326808060286,1.3809356201225331,2
24300,605138,0.2801969235025191,1.4444720469648553,2
24508,641447,0.36210750758142907,1.1548682325220874,2
24509,606996,0.30852529143331786,1.0708719364823334,2
24546,54768,0.3604814118864168,1.0688993481088094,2
24604,547943,0.28930666863291343,1.2547497580473244,2
21441,73211,0.490308932995523,1.5655230548858097,3
21733,75250,0.5320843138832997,1.4147719466092368,3
21840,76757,0.40842709340164857,1.1891779087965002,3
22192,60841,0.4906555585638646,1.2900389255603084,3
22249,60263,0.4373862169056807,1.5079685173781798,3
22253,60140,0.4533681822731963,1.6179571969430704,3
22293,61643,0.4318216299845639,1.2319157359566388,3
22309,61456,0.4966259896195032,1.320250682827115,3
22487,63111,0.474389531696379,1.004295838861983,3
22505,63348,0.5339650958942508,1.1049756234292736,3
22597,62929,0.4617055507246377,1.3176619809389203,3
22675,64893,0.5462314732366823,1.0539015967710803,3
22720,64001,0.4074757060754692,1.4026262818352873,3
22869,61396,0.5267137316870472,1.2782531311582752,3
23003,74731,0.4232679738562091,0.9222639410374078,3
23054,65964,0.49539241728240246,1.4780570369926742,3
23094,66859,0.5432866642653498,1.2620048771720322,3
23260,67962,0.4117584222298947,1.227235522367169,3
23475,68036,0.40100513455976344,1.5289072414541065,3
23536,64805,0.4077889658716364,1.2822373378081924,3
23537,66444,0.5313446405023549,0.3615384615384615,3
23554,63292,0.44054625281816023,1.3180984522546189,3
23560,68260,0.5332332196577046,1.3867986083857393,3
23565,68200,0.4714969717818789,1.3277760217619756,3
23614,65643,0.40061457460853234,1.4781156152928534,3
23628,61295,0.4942137281057009,1.2532117822634896,3
23670,64501,0.5357142857142857,1.7208074534161493,3
23676,69594,0.4418958125793928,0.9622065619094098,3
23703,69703,0.40158643855046827,1.3217260791913787,3
23771,69969,0.45998928648476656,1.4670830693509012,3
23787,69054,0.40330571914224717,1.5612216142377622,3
23869,50441,0.4033695570127584,1.5169789696104634,3
23930,50720,0.4277394074093297,1.1413524674501612,3
23932,50726,0.4719989613613832,1.262489993486704,3
23944,623167,0.40168899834024885,1.0565855989376365,3
23953,50203,0.5315623922280752,1.1662498447833904,3
23963,50992,0.4985598937507123,1.26066273187563,3
23968,50905,0.4449249824985679,1.515011644189535,3
23991,50036,0.47601278476941306,1.5390797475382791,3
24056,51895,0.4253163531107036,1.2948892284624345,3
24059,51809,0.5254839620917928,1.509922835600515,3
24064,51460,0.5282413966357783,1.3686300245116363,3
24086,51359,0.4224265005592669,1.2222581857565102,3
24099,51230,0.4223690024162791,1.109066127989117,3
24136,51713,0.4795828266791001,1.3504770556651295,3
24147,543208,0.46124786738688317,1.2111000325134238,3
24205,52903,0.42647626458879756,1.5481158529868548,3
24211,52558,0.41031412150574753,1.4412328725986263,3
24303,606162,0.46233535395189007,1.35269905405222,3
24399,53300,0.42720152986512516,1.247423468732225,3
24564,54503,0.4079545454545454,1.7238587592664845,3
24571,54362,0.490041846500493,1.1621109523429602,3
24627,666364,0.5201352498199999,0.8763021293283159,3
24629,622694,0.49153190432801824,0.9443947041092962,3
21754,75258,0.4967741204199481,1.3719246463476196,3
22143,79358,0.43585121840472135,1.6952903871969776,3
22734,65058,0.44749400814015505,1.693031188915,3
23501,68639,0.4122920448373112,1.28945109603218,3
23568,68703,0.5339172961565112,1.4728250876610405,3
23761,69839,0.4438670067093508,1.3872148959070367,3
23853,50157,0.4055652583941117,1.3544292408513412,3
23871,50464,0.4879618758484325,1.4783773039322508,3
24042,51594,0.40235162101810107,1.4236179642838636,3
24146,543557,0.485950696775256,1.4600498361674148,3
24307,596049,0.5145110583989299,1.3041525380786874,3
24310,663399,0.41091557663252254,1.6202708847279925,3
24440,668948,0.4878922159230095,1.333564512327067,3
24467,668684,0.44595689328063237,1.441535542410613,3
24483,608650,0.41060512104901936,1.274448816000039,3
